"workflow_slug","step_order","step_key","step_name_ar","step_type","input_source","output_key","is_required"
"workflow-average-resolution-time-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-average-resolution-time-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-csat-score-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-csat-score-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-csat-score-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-nps-score-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-nps-score-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-nps-score-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-ticket-backlog-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-ticket-backlog-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-ticket-backlog-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-support-cost-per-ticket-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-support-cost-per-ticket-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-support-cost-per-ticket-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-self-service-deflection-rate-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-self-service-deflection-rate-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-self-service-deflection-rate-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-sla-compliance-rate-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-sla-compliance-rate-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-sla-compliance-rate-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-escalation-rate-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-escalation-rate-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-escalation-rate-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-support-agent-utilization-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-support-agent-utilization-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-support-agent-utilization-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-monthly-savings-rate-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-monthly-savings-rate-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-monthly-savings-rate-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-emergency-fund-months-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-emergency-fund-months-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-emergency-fund-months-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
"workflow-debt-to-income-ratio-calculator-standard","1","validate","التحقق من القيم والوحدات","validation","user_input","validated_input","true"
"workflow-debt-to-income-ratio-calculator-standard","2","calculate","تنفيذ المعادلة","formula","validated_input","calculation_result","true"
"workflow-debt-to-income-ratio-calculator-standard","3","format","تقريب وتنسيق النتيجة","transform","calculation_result","final_output","true"
